
POP_1	0	0.699347	0.26561	0.257296	0.789195	0.388563	0.466627	0.302703	0.335499	0.406593	0.928798	0.408993	0.391708	0.312182	0.340476
POP_2	0.699347	0	0.251046	0.259634	1.04324	0.36018	0.515572	0.177965	0.431785	0.179625	0.270036	0.191917	0.291522	0.409708	0.588256
POP_3	0.26561	0.251046	0	0.082697	0.736253	0.132574	0.261371	0.0803269	0.16492	0.147457	0.336109	0.159056	0.102707	0.168166	0.356844
POP_4	0.257296	0.259634	0.082697	0	0.490683	0.10184	0.16492	0.0480797	0.0833662	0.129942	0.382405	0.110828	0.0968368	0.076137	0.279916
POP_5	0.789195	1.04324	0.736253	0.490683	0	0.478972	0.352618	0.616626	0.38684	0.841697	1.00237	0.748532	0.663075	0.371926	0.64723
POP_6	0.388563	0.36018	0.132574	0.10184	0.478972	0	0.111153	0.137931	0.0507401	0.170087	0.356757	0.256534	0.133687	0.093609	0.2554
POP_7	0.466627	0.515572	0.261371	0.16492	0.352618	0.111153	0	0.205954	0.0988433	0.337374	0.426038	0.351792	0.19131	0.135662	0.398214
POP_8	0.302703	0.177965	0.0803269	0.0480797	0.616626	0.137931	0.205954	0	0.13521	0.0706817	0.269213	0.0700997	0.0838752	0.152614	0.363925
POP_9	0.335499	0.431785	0.16492	0.0833662	0.38684	0.0507401	0.0988433	0.13521	0	0.219125	0.441921	0.280196	0.166694	0.0341352	0.30362
POP_10	0.406593	0.179625	0.147457	0.129942	0.841697	0.170087	0.337374	0.0706817	0.219125	0	0.223009	0.114636	0.0975039	0.231872	0.398815
POP_11	0.928798	0.270036	0.336109	0.382405	1.00237	0.356757	0.426038	0.269213	0.441921	0.223009	0	0.422163	0.176139	0.457102	0.655583
POP_12	0.408993	0.191917	0.159056	0.110828	0.748532	0.256534	0.351792	0.0700997	0.280196	0.114636	0.422163	0	0.179606	0.275645	0.553438
POP_13	0.391708	0.291522	0.102707	0.0968368	0.663075	0.133687	0.19131	0.0838752	0.166694	0.0975039	0.176139	0.179606	0	0.176334	0.330659
POP_14	0.312182	0.409708	0.168166	0.076137	0.371926	0.093609	0.135662	0.152614	0.0341352	0.231872	0.457102	0.275645	0.176334	0	0.302527
POP_15	0.340476	0.588256	0.356844	0.279916	0.64723	0.2554	0.398214	0.363925	0.30362	0.398815	0.655583	0.553438	0.330659	0.302527	0
